"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2586","adminCanNotCreateUserWithInvalidData(String, String, String, List) [3] username = ""pPf%"", password = ""IGIngs188!%#@"", errorKey = ""username"", errorValue = [Username must contain only letters, digits, dashes, underscores, and dots]","","2026-07-28","passed","2026-07-28","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","33170","Изменение введённого имени пользователя на валидное значение [1] newName = ""zVVHb jtEfg""","","2026-07-28","passed","2026-07-28","","iteration2.ui.ChangeNameTest","iteration2.ui.ChangeNameTest","userCanUpdateValidName"
"","14036","Отсутствие перевода между счетами при недостаточности средств у отправителя","","2026-07-28","passed","2026-07-28","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanNotTransferInsufficientMoneyBetweenAccounts"
"","29722","Депозит невалидной суммы на свой существующий счёт [3] amount = 5001.0, alert = ""❌ Please deposit less or equal to 5000$.""","","2026-07-28","passed","2026-07-28","","iteration2.ui.AccountDepositTest","iteration2.ui.AccountDepositTest","userCanNotDepositExistAccountWithBadValue"
"","3050","adminCanNotCreateUserWithInvalidData(String, String, String, List) [4] username = ""CvhPNthivs"", password = null, errorKey = ""password"", errorValue = [Password cannot be blank]","","2026-07-28","passed","2026-07-28","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","35912","Отображение истории перевода на чужой счёт","","2026-07-28","passed","2026-07-28","","iteration2.ui.TransferAgainTest","iteration2.ui.TransferAgainTest","userCanSearchTransactionBetweenOtherTransfer"
"","26000","Ввод имени пользователя на валидное значение [1] newName = ""NdzHH mEISL""","","2026-07-28","passed","2026-07-28","","iteration2.ui.ChangeNameTest","iteration2.ui.ChangeNameTest","userCanSetValidName"
"","18396","userCanLoginWithCorrectDataTest()","","2026-07-28","passed","2026-07-28","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","22639","Отсутствие перевода без Amount","","2026-07-28","passed","2026-07-28","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanNotTransferWithoutAmount"
"","52941","Отсутствие перевода без выбора аккаунта отправителя","","2026-07-28","passed","2026-07-28","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanNotTransferWithoutSenderAccount"
"","54686","Перевод между своими счетами [3] transferAmount = 10000.0","","2026-07-28","passed","2026-07-28","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanTransferMoneyBetweenAccounts"
"","34888","Депозит невалидной суммы на свой существующий счёт [1] amount = 0, alert = ""❌ Please enter a valid amount.""","","2026-07-28","passed","2026-07-28","","iteration2.ui.AccountDepositTest","iteration2.ui.AccountDepositTest","userCanNotDepositExistAccountWithBadValue"
"","42792","userCanCreateAccountTest()","","2026-07-28","passed","2026-07-28","","iteration1.ui.CreateAccountTest","iteration1.ui.CreateAccountTest","userCanCreateAccountTest"
"","17317","Перевод между своими счетами [2] transferAmount = 9999.0","","2026-07-28","passed","2026-07-28","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanTransferMoneyBetweenAccounts"
"","32042","Ввод имени пользователя на невалидное значение [3] newName = ""BOqBa53680 FiETL22457""","","2026-07-28","passed","2026-07-28","","iteration2.ui.ChangeNameTest","iteration2.ui.ChangeNameTest","userCanNotSetInvalidName"
"","37904","Не активность кнопки Send Transfer без подтверждения деталей","","2026-07-28","passed","2026-07-28","","iteration2.ui.RepeatTransferTest","iteration2.ui.RepeatTransferTest","userCanNotRepeatTransferWithoutConfirm"
"","2140","adminCanNotCreateUserWithInvalidData(String, String, String, List) [2] username = ""EJ"", password = ""EBWrhq181!%#@"", errorKey = ""username"", errorValue = [Username must be between 3 and 15 characters]","","2026-07-28","passed","2026-07-28","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","42369","Отсутствие перевода без Recipient Account Number","","2026-07-28","passed","2026-07-28","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanNotTransferWithoutRecipientAccountNumber"
"","5774","Отсутствие перевода на несуществующий счёт","","2026-07-28","passed","2026-07-28","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanNotTransferToNotExistsAccounts"
"","48897","Отсутствие перевода с некорректным Amount [2] transferAmount = 10001.0, message = ""Transfer amount cannot exceed 10000""","","2026-07-28","passed","2026-07-28","","iteration2.ui.RepeatTransferTest","iteration2.ui.RepeatTransferTest","userCanNotRepeatTransferWithInvalidAmount"
"","47282","Ввод имени пользователя на невалидное значение [1] newName = ""ЛСЙум жвоуХ Шлёщэ""","","2026-07-28","passed","2026-07-28","","iteration2.ui.ChangeNameTest","iteration2.ui.ChangeNameTest","userCanNotSetInvalidName"
"","56885","Депозит валидной суммы на свой существующий счёт [2] amount = 4999.0","","2026-07-28","passed","2026-07-28","","iteration2.ui.AccountDepositTest","iteration2.ui.AccountDepositTest","userCanDepositToExistAccount"
"","54226","Повторный перевод на свой счёт","","2026-07-28","passed","2026-07-28","","iteration2.ui.RepeatTransferTest","iteration2.ui.RepeatTransferTest","userCanRepeatTransferToOwnAccount"
"","18565","Перевод с чужого аккаунта на свой","","2026-07-28","passed","2026-07-28","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanNotTransferFromNeSvoyAccount"
"","19754","Трансфер невалидной суммы на свой существующий счёт [2] transferAmount = 10001.0, errorMessage = ""Transfer amount cannot exceed 10000""","","2026-07-28","passed","2026-07-28","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanNotTransferInvalidAmountBetweenAccounts"
"","21402","Депозит валидной суммы на свой существующий счёт [3] amount = 5000.0","","2026-07-28","passed","2026-07-28","","iteration2.api.AccountDepositTest","iteration2.api.AccountDepositTest","userCanDepositExistAccount"
"","47091","Ввод имени пользователя на невалидное значение [4] newName = ""49754 06234""","","2026-07-28","passed","2026-07-28","","iteration2.ui.ChangeNameTest","iteration2.ui.ChangeNameTest","userCanNotSetInvalidName"
"","43721","Перевод без Recipient Name","","2026-07-28","passed","2026-07-28","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanNotTransferWithoutRecipientName"
"","19139","testTransferWithFraudCheckVerificationRequired(FraudCheckResponse)","","2026-07-28","passed","2026-07-28","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckVerificationRequired"
"","3571","adminCanGenerateAuthTokenTest()","","2026-07-28","passed","2026-07-28","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","1675","adminCanNotCreateUserWithInvalidData(String, String, String, List) [5] username = ""YcfdsELDIS"", password = ""v"", errorKey = ""password"", errorValue = [Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long]","","2026-07-28","passed","2026-07-28","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","14192","Невозможность изменения имени пользователя на невалидное значение [2] name = ""XYIOu TEnEV zyReh""","","2026-07-28","passed","2026-07-28","","iteration2.api.ChangeNameTest","iteration2.api.ChangeNameTest","userCanNotUpdateInvalidName"
"","8656","userCanGenerateAuthTokenTest()","","2026-07-28","passed","2026-07-28","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","52658","Отсутствие перевода с некорректным Amount [1] transferAmount = -1, message = ""Invalid transfer: insufficient funds or invalid accounts""","","2026-07-28","passed","2026-07-28","","iteration2.ui.RepeatTransferTest","iteration2.ui.RepeatTransferTest","userCanNotRepeatTransferWithInvalidAmount"
"","15015","Невозможность изменения имени пользователя на невалидное значение [1] name = ""чкЮСВ ОЧибЩ рУЦвп""","","2026-07-28","passed","2026-07-28","","iteration2.api.ChangeNameTest","iteration2.api.ChangeNameTest","userCanNotUpdateInvalidName"
"","29527","testTransferWithFraudCheckManualReviewRequired(FraudCheckResponse)","","2026-07-28","passed","2026-07-28","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckManualReviewRequired"
"","35799","adminCanCreateUserTest()","","2026-07-28","passed","2026-07-28","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","21276","Депозит валидной суммы на свой существующий счёт [1] amount = 1.0","","2026-07-28","passed","2026-07-28","","iteration2.api.AccountDepositTest","iteration2.api.AccountDepositTest","userCanDepositExistAccount"
"","6645","userCanCreateAccountTest()","","2026-07-28","passed","2026-07-28","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","userCanCreateAccountTest"
"","33031","Изменение имени на пустое","","2026-07-28","passed","2026-07-28","","iteration2.ui.ChangeNameTest","iteration2.ui.ChangeNameTest","changeToEmptyName"
"","32793","Трансфер невалидной суммы на свой существующий счёт [1] transferAmount = -1, message = ""Invalid transfer: insufficient funds or invalid accounts""","","2026-07-28","passed","2026-07-28","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanNotTransferInvalidAmountBetweenAccounts"
"","16785","Депозит невалидной суммы на свой существующий счёт [1] amount = 0, errorMessage = ""Invalid account or amount""","","2026-07-28","passed","2026-07-28","","iteration2.api.AccountDepositTest","iteration2.api.AccountDepositTest","userCanNotDepositExistAccountWithBadValue"
"","44909","Отмена повторного перевода","","2026-07-28","passed","2026-07-28","","iteration2.ui.RepeatTransferTest","iteration2.ui.RepeatTransferTest","userCanCancelRepeatTransfer"
"","29606","testTransferWithFraudOtherReason(FraudCheckResponse)","","2026-07-28","passed","2026-07-28","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudOtherReason"
"","19513","Депозит невалидной суммы на свой существующий счёт [2] amount = -1, alert = ""❌ Please enter a valid amount.""","","2026-07-28","passed","2026-07-28","","iteration2.ui.AccountDepositTest","iteration2.ui.AccountDepositTest","userCanNotDepositExistAccountWithBadValue"
"","54560","Отсутствие перевода без Confirm","","2026-07-28","passed","2026-07-28","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanNotTransferWithoutConfirm"
"","56370","Трансфер невалидной суммы на свой существующий счёт [2] transferAmount = 10001.0, message = ""Transfer amount cannot exceed 10000""","","2026-07-28","passed","2026-07-28","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanNotTransferInvalidAmountBetweenAccounts"
"","33985","testTransferWithFraudCheckApproved(FraudCheckResponse)","","2026-07-28","passed","2026-07-28","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckApproved"
"","16855","Депозит валидной суммы на свой существующий счёт [2] amount = 4999.0","","2026-07-28","passed","2026-07-28","","iteration2.api.AccountDepositTest","iteration2.api.AccountDepositTest","userCanDepositExistAccount"
"","18185","Невозможность изменения имени пользователя на невалидное значение [3] name = ""bRuis00479 CJdzc77854""","","2026-07-28","passed","2026-07-28","","iteration2.api.ChangeNameTest","iteration2.api.ChangeNameTest","userCanNotUpdateInvalidName"
"","8497","adminCanNotCreateUserWithInvalidData(String, String, String, List) [1] username = null, password = ""GYXyhb448!%#@"", errorKey = ""username"", errorValue = [Username cannot be blank]","","2026-07-28","passed","2026-07-28","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","41443","Отображение истории транзакций между своими счетами","","2026-07-28","passed","2026-07-28","","iteration2.ui.TransferAgainTest","iteration2.ui.TransferAgainTest","userCanSearchTransactionBetweenOwnTransfers"
"","44512","Изменение имени на то же самое","","2026-07-28","passed","2026-07-28","","iteration2.ui.ChangeNameTest","iteration2.ui.ChangeNameTest","changeTheSameName"
"","15041","Депозит на несуществующий счёт","","2026-07-28","passed","2026-07-28","","iteration2.api.AccountDepositTest","iteration2.api.AccountDepositTest","userCanNotDepositUnexistAccount"
"","16737","Депозит невалидной суммы на свой существующий счёт [3] amount = 5001.0, errorMessage = ""Deposit amount exceeds the 5000 limit""","","2026-07-28","passed","2026-07-28","","iteration2.api.AccountDepositTest","iteration2.api.AccountDepositTest","userCanNotDepositExistAccountWithBadValue"
"","18740","adminCannotCreateUserWithInvalidDataTest()","","2026-07-28","passed","2026-07-28","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","12576","Перевод между своими счетами [3] transferAmount = 10000.0","","2026-07-28","passed","2026-07-28","","iteration2.api.AccountTransferTest","iteration2.api.AccountTransferTest","userCanTransferMoneyBetweenAccounts"
"","45704","Депозит без выбора аккаунта","","2026-07-28","passed","2026-07-28","","iteration2.ui.AccountDepositTest","iteration2.ui.AccountDepositTest","userCanNotDepositWithoutAccount"
"","36225","Перевод между своими счетами [1] transferAmount = 1.0","","2026-07-28","passed","2026-07-28","","iteration2.ui.NewTransferDepositTest","iteration2.ui.NewTransferDepositTest","userCanTransferMoneyBetweenAccounts"
